tconst,averagerating,numvotes,directors,writers
tt1744641,6.0,352,nm2709116,"nm2709116,nm4003994"
tt1745793,6.8,10,nm3220385,nm3220385
tt1748019,7.3,22,nm1626987,nm1626987
tt1748134,2.9,471,nm1417197,"nm1417197,nm1405391"
tt1748192,6.8,200,nm2538739,nm2538739
tt1748216,6.0,7,nm1335623,nm4132601
tt1748224,6.5,473,nm1645352,nm1645352
tt1753503,6.9,94,nm2025932,"nm2025932,nm0956299"
tt1753578,4.7,28,nm2780255,nm2780255
tt1753648,6.5,37,nm0995484,nm0993971
tt1753786,4.3,1128,nm0122223,nm0122223
tt1754406,3.7,68,nm3748688,nm3748688
tt1754478,4.6,226,nm1284464,nm1618293
tt1754838,5.8,149,nm0442455,"nm0374682,nm2930918,nm0442455,nm1641338,nm0616016,nm0672782,nm0758722,nm0840994,nm0868039,nm0896801"
tt1754871,5.0,9,"nm0754485,nm0085938,nm3281527",nm3281527
tt1754953,4.1,27,nm1411232,nm1411232
tt1756763,4.1,19,nm2488601,"nm2712811,nm3067954"
tt1757911,7.6,8,"nm1234619,nm1905745","nm2186778,nm1905745"
tt1758837,8.4,15,nm4150183,"nm4793288,nm4150183"
tt1764275,6.7,4555,nm0466349,"nm4852341,nm0466349"
tt1764293,8.2,26,nm2846520,nm2846520
tt1764497,7.0,80,nm2564117,"nm2564117,nm4158538"
tt1764664,3.8,213,nm0949774,nm0949774
tt1772864,7.1,271,nm0629069,nm0628977
tt1772935,5.6,288,nm2172605,"nm2172605,nm4178309"
tt1773026,3.0,10,nm4173684,"nm4173684,nm4175160"
tt1773527,7.6,5,"nm2584277,nm2005845",nm2584277
tt1774613,5.2,12,nm1993163,nm1979074
tt1774668,4.8,16,nm3732238,nm1680422
tt1776196,7.1,3823,nm1020249,"nm2086079,nm3070265,nm0121423,nm2937719"
tt1776290,6.1,14,nm4179360,nm4179360
tt1779401,6.6,262,"nm2674382,nm2480164",nm1838515
tt1780982,4.7,14,"nm2316062,nm4190927",nm2316062
tt1781760,6.3,26,nm2982442,nm2982442
tt1783411,3.8,355,nm4195915,"nm1828875,nm2493024,nm4195915"
tt1783785,7.2,8,nm0794053,"nm4818188,nm2078049,nm4818200"
tt1784589,4.1,3507,"nm0122217,nm0122216","nm1774042,nm4769297,nm1819881,nm1575062,nm2907705"
tt1785288,5.5,1263,nm0797869,nm0797869
tt1785548,6.3,10,nm4200974,nm4202130
tt1789076,6.4,8,nm1451354,"nm1330160,nm1451354"
tt1790885,7.4,251072,nm0000941,nm1676793
tt1792617,7.6,337,nm1226081,nm1226081
tt1794870,5.2,588,nm0953216,nm0953216
tt1798200,6.7,15,"nm1168911,nm2584691,nm2584704","nm2584691,nm1168911,nm2584704"
tt1800302,6.7,50509,nm0300866,"nm0557270,nm0957003"
tt1800307,6.2,552,nm3493788,"nm2684278,nm3493788"
tt1801071,8.3,6058,nm0081449,"nm0081449,nm0102492,nm0901286"
tt1801085,5.2,110,nm0650601,nm4545628
tt1804642,7.4,2479,nm2170406,nm5936070
tt1805402,6.7,18,nm4242247,"nm4241602,nm4242247"
tt1807045,3.4,37,"nm0280811,nm1101116",nm0280811
tt1807921,6.1,7,nm4247894,"nm4246353,nm4249928,nm1962454,nm4247894"
tt1808228,5.6,27,nm1920832,nm1920832
tt1808335,5.0,60,nm1719224,"nm3336086,nm1719224"
tt1808587,4.5,1460,nm0959717,nm0959717
tt1810636,5.1,537,"nm1589591,nm4255726",nm1589591
tt1813642,3.8,6,nm3708550,nm3708550
tt1814930,7.2,2701,nm4260416,nm4260416
tt1816708,6.9,49,nm0359491,nm0359491
tt1817263,7.7,63,nm3089283,nm3089283
tt1820614,7.9,10,nm3200597,"nm3200597,nm2811186,nm3131743"
tt1821359,7.1,10,nm4273301,"nm4273301,nm4272633"
tt1821657,6.0,528,nm0341722,"nm2615181,nm0341722"
tt1824254,6.9,7136,nm0316795,nm0316795
tt1825130,5.9,44,nm1950988,"nm4449696,nm0632803"
tt1825157,6.5,44043,nm1547964,"nm0234502,nm1547964,nm2016298"
tt1825636,6.2,532,nm1856835,nm1856835
tt1825674,6.0,21,nm0231872,"nm0231872,nm4283912"
tt1825888,5.9,18,nm2480830,nm2480830
tt1826894,7.5,32,nm3859678,"nm3859678,nm1938510"
tt1827354,3.9,2248,nm2403079,nm3896381
tt1827464,4.3,23,nm1637935,"nm3513780,nm4288176,nm1637935"
tt1827579,6.3,3090,nm1475971,nm1104892
tt1828965,7.0,5,nm4290726,nm4290726
tt1832405,4.9,130,nm1439785,"nm1205696,nm2858400,nm4560803"
tt1832973,6.9,22,nm4300797,nm4300797
tt1833127,4.2,176,nm0492315,nm0492315
tt1833887,3.1,494,nm2532081,"nm4515574,nm4303716"
tt1833888,5.9,1858,nm0564827,"nm3169436,nm0684992"
tt1836826,7.2,72,"nm1577474,nm1597572","nm1597572,nm1577474"
tt1836866,7.4,7,nm4261368,"nm3042239,nm4261368"
tt1836974,7.6,1334,nm3231469,nm5396536
tt1837574,6.1,2575,nm1976116,nm1976116
tt1838722,5.6,8123,nm1042372,nm0570079
tt1841705,6.2,109,nm0948248,"nm2077776,nm0948248"
tt1843156,8.1,10,nm4322419,nm4323157
tt1843303,6.9,51,nm3667421,nm3667421
tt1847548,4.5,901,nm0471461,"nm2551258,nm3159535"
tt1847669,5.3,45,nm1376068,"nm1376068,nm4391983"
tt1848876,4.1,7,"nm4335637,nm4340123","nm4340123,nm4335637"
tt1849740,7.6,35,nm0161491,nm0161491
tt1849772,6.1,46,nm0812474,"nm0006782,nm1253272"
tt1851033,6.0,18,nm1217362,nm1939516
tt1851880,6.1,119,nm1973711,"nm1973711,nm0209782"
tt1852076,4.6,15,nm4346468,"nm5102170,nm2079443,nm0729817"
tt1852819,6.1,7,nm4317498,nm2378766
tt1853728,8.4,1211405,nm0000233,nm0000233
tt1854522,2.9,204,"nm3403735,nm3402605",nm3403735
tt1856047,5.6,2939,nm0266203,"nm0862073,nm0347188"
tt1863318,5.5,70,nm0305869,"nm0874093,nm1939286,nm0305869,nm0044156"
tt1864405,6.1,1687,nm0695857,"nm4371422,nm0510229"
tt1867064,6.9,30,nm4376891,nm4376891
tt1867566,7.1,514,nm3255587,"nm3255587,nm2423976"
tt1868090,6.5,6,nm4379456,nm4379456
tt1869397,8.2,8,nm3217651,nm3217651
tt1869642,4.1,35,nm1754496,nm1754496
tt1869660,7.8,8,nm4382098,nm4382098
tt1870529,6.4,5915,nm1400426,"nm1067779,nm1400426"
tt1870554,6.8,32,nm3189521,"nm4385258,nm3189521"
tt1871391,5.2,39,nm3980226,"nm1727652,nm4386696"
tt1872101,6.8,936,nm0000809,"nm0656528,nm0000809"
tt1872194,7.4,162952,nm0229694,"nm1010405,nm4057793,nm0229694"
tt1872780,7.7,97,"nm2677317,nm0101220",nm2677317
tt1876535,4.5,82,nm0879726,nm0879726
tt1877707,2.8,346,nm0343980,nm3276525
tt1878884,6.6,26,nm0570165,"nm1677454,nm0570165"
tt1883180,7.0,14199,nm0027815,nm0027815
tt1883358,6.5,6,nm2541386,nm2541386
tt1884401,7.3,6,nm3864559,"nm3864559,nm4267328"
tt1885235,3.4,75,nm4408232,nm4408232
tt1887671,6.2,154,nm2896395,nm2896395
tt1890448,4.2,131,nm1637915,nm4414261
tt1891769,7.4,3376,nm0481451,"nm7527284,nm0481451,nm1109893,nm1315809"
tt1895410,6.8,15,nm3113346,nm4854021
tt1895484,7.5,825,nm0548159,nm0548159
tt1895511,5.2,11,nm0738001,"nm3064094,nm0738001"
tt1904886,5.7,15,nm1343471,"nm2279175,nm0200350,nm1343471"
tt1905052,8.4,31,"nm3529653,nm0003894","nm3529653,nm0003894"
tt1905059,6.5,586,nm0453411,nm0453411
tt1906443,6.7,127,nm0036977,nm0036977
tt1912982,5.3,2584,nm1043587,"nm3115672,nm4437081"
tt1916735,6.9,18,nm0329640,"nm0329640,nm3217267,nm1259463,nm0544913"
tt1918641,4.9,17,nm4451169,"nm4451169,nm4452595"
tt1922551,6.9,1032,nm1104118,nm1104118
tt1924238,7.7,7,nm0390889,"nm0390889,nm0584910"
tt1924396,7.8,96073,nm0868153,nm0868153
tt1929205,8.2,42,"nm0326139,nm0318201","nm0326139,nm4455096"
tt1929438,4.9,17,nm0478418,nm0478418
tt1930371,4.9,267,nm3270108,"nm4456548,nm3270108"
tt1933622,6.2,31,nm0289011,"nm0289011,nm4460538"
tt1933647,5.2,211,nm1410073,nm1410073
tt1934248,5.6,84,"nm4434267,nm4171068","nm4434267,nm4171068"
tt1935209,7.9,16,nm0676080,nm0676080
tt1937118,7.0,12335,nm0458251,nm0458251
tt1939657,5.3,18,nm4470977,nm4470977
tt1939671,7.1,7,nm2507330,nm2507330
tt1942961,4.7,137,nm0370279,nm4476652
tt1942989,7.0,3087,nm3018890,"nm3195822,nm3018890,nm1273456"
tt1945034,6.5,2675,nm0310747,"nm0032720,nm0310747"
tt1949574,8.0,58,nm2395433,"nm3442895,nm3416327"
tt1951166,6.5,4736,nm0002020,"nm4080102,nm0002020,nm0344467,nm1581476"
tt1954334,5.9,64,nm0486906,"nm0487067,nm0487069"
tt1954689,7.0,5,nm3381841,nm3587172
tt1954731,7.0,5,nm0482774,nm4934790
tt1956407,3.6,175,nm3283161,nm3283161
tt1956547,4.3,10,"nm4498460,nm4498457","nm4498457,nm4497153,nm4498460"
tt1956594,6.9,835,nm0450387,nm0450387
tt1959438,5.6,4319,nm0144018,nm0144018
tt1961175,6.2,57793,nm0191147,"nm0771496,nm3360218,nm0001880,nm0380980,nm2064770"
tt1966460,8.3,6,nm3118409,"nm4511740,nm0907788"
tt1972354,6.5,25,"nm3147693,nm2363176,nm1031819","nm1031819,nm1196718,nm3913427"
tt1972571,6.8,67914,nm0179221,"nm0100597,nm0494170,nm0180508"
tt1976514,6.9,16,nm3372299,"nm4524772,nm3372299"
tt1980263,5.3,16,nm1699163,"nm1306746,nm1284318"
tt1981713,5.9,45,"nm1298014,nm4417269",nm1298014
tt1985219,3.3,218,nm1060969,nm3976352
tt1989435,6.3,209,nm0321687,"nm4605426,nm6419654,nm0877057"
tt1989646,6.8,53,"nm2776824,nm1179759",nm1179759
tt1991191,5.8,112,nm2813429,nm2812700
tt1993391,3.7,2641,nm0340037,"nm0340037,nm1088854"
tt1995390,6.2,17511,nm1264352,"nm0494170,nm0024925"
tt1996200,5.7,41,"nm2289764,nm2292742","nm8229978,nm2289764,nm2292742"
tt1996227,4.2,106,nm1128860,"nm0381529,nm0696605,nm1128860"
tt1996264,6.0,14990,nm1637474,"nm4561763,nm1601643"
tt1997605,4.9,80,nm0530865,"nm5643417,nm1030519,nm0530865,nm5644478,nm3297996"
tt1998244,4.6,116,nm2201363,nm4560959
tt1999159,6.3,25,nm4561933,"nm4562698,nm4561933"
tt1999261,7.5,58,nm2333996,nm2333996
tt2006088,7.3,41,nm5556306,"nm0295041,nm5556306"
tt2006181,4.9,378,nm1784692,"nm1784692,nm1883583,nm2716655"
tt2007409,6.0,233,nm2520000,nm4643191
tt2008655,7.3,94,"nm4557349,nm4557355","nm4557355,nm4557349"
tt2009402,4.1,545,nm2625452,"nm2625452,nm4075667"
tt2011345,6.9,7,nm0951518,nm0951518
tt2017551,8.1,9,nm2697984,nm2697984
tt2018111,6.2,632,nm1159083,"nm1417640,nm4621611"
tt2022452,7.7,20,nm4630570,nm0494729
tt2022508,6.2,12,nm1507117,nm2935111
tt2024375,7.5,15,nm4574805,nm4574805
tt2024521,6.4,2402,nm2151723,"nm1794018,nm3424709"
tt2028460,6.3,80,nm0209800,nm0209800
tt2034038,4.6,25,nm0803112,"nm0308281,nm0803112"
tt2035528,3.8,12,nm2118867,nm2118867
tt2039308,4.3,25,nm3296679,nm3296679
tt2040310,6.0,7,nm2465750,nm2465750
tt2043790,8.2,6,nm2420157,"nm2420157,nm3289797"
tt2043879,7.2,655,nm0613580,"nm4593163,nm0613580,nm2779187"
tt2043943,7.1,9,nm2583199,nm2583199
tt2044863,7.9,539,nm4579146,"nm4579146,nm4583853,nm4583828,nm4583866"
tt2049633,4.6,129,nm2782740,"nm4621343,nm0670030,nm2782740"
tt2054821,7.2,10,nm4639397,nm4663373
tt2056581,8.0,7,"nm4667569,nm1986565","nm1986565,nm4667569,nm1898025"
tt2056771,6.4,23311,nm0345174,"nm1738734,nm0220227,nm0656098,nm0140643"
tt2059318,6.3,244,nm3450601,nm3450601
tt2062698,6.6,120,nm0653056,"nm0653056,nm3373248"
tt2062990,5.6,687,nm4680629,"nm0630666,nm4680629"
tt2063819,6.5,32,nm1099956,nm0464649
tt2069955,4.3,1612,nm0846590,"nm4841007,nm4841857"
tt2072029,4.1,995,nm1851437,nm1851437
tt2072233,5.6,25827,nm2171633,"nm0075696,nm0418621,nm0754256,nm0235502"
tt2072917,6.9,11,nm4699302,nm4699302
tt2073070,7.2,3655,nm0223606,"nm1538581,nm0223606"
tt2073613,7.9,8,nm4701668,nm4701668
tt2075202,6.5,13,nm4705493,nm4705493
tt2075363,6.4,49,nm1847640,nm1847640
tt2076142,7.3,66,nm3600753,nm2264700
tt2076794,3.4,66,nm0000647,"nm0001681,nm0751652,nm0000647"
tt2076911,7.3,6,nm0772816,nm0772816
tt2077788,5.2,127,nm0309697,nm0381593
tt2078660,7.6,32,nm3878781,"nm1880926,nm3878781"
tt2081367,4.5,598,nm4340663,"nm4339340,nm4340663"
tt2082429,5.7,84,nm0507185,nm0507185
tt2083132,6.5,18,nm4425086,"nm4425086,nm4720372,nm4425866"
tt2084868,6.9,119,nm0757084,"nm0411127,nm0620040,nm1639992"
tt2084977,7.2,3673,nm0836430,"nm0238898,nm0836430"
tt2085869,6.9,17,nm1379151,nm1379151
tt2085893,7.1,166,nm1346477,nm1346477
tt2086829,6.2,22,nm2573095,nm2573095
tt2088871,5.5,836,nm0617407,"nm0440256,nm1493270,nm4729788"
tt2090501,8.8,8,nm0993788,"nm2850169,nm0993788"
tt2091274,6.4,10,"nm4735329,nm4735300","nm4735329,nm4735300"
tt2093991,6.4,12000,nm1637785,"nm0755966,nm0821179,nm0000144"
tt2094188,6.9,13,nm2450548,nm2450548
tt2094990,5.9,197,nm0117929,nm0712062
tt2095685,4.3,222,nm0154055,nm0703228
tt2098628,6.0,1262,nm1356951,nm1356951
tt2099779,7.9,7,nm0393593,nm4752689
tt2100579,8.0,12,nm2611428,"nm2611428,nm2609542"
tt2104837,4.7,2129,nm0752110,"nm3109770,nm0752110"
tt2104858,9.1,60,"nm0226328,nm1912949","nm0226328,nm1912949"
tt2104896,6.0,163,nm1305990,"nm3297673,nm1305990"
tt2107685,7.8,47,nm2840517,nm2840517
tt2109184,4.6,58408,"nm1160962,nm1413364","nm0484907,nm1739039,nm2305431"
tt2109248,5.7,283486,nm0000881,nm0472567
tt2110426,7.1,8,nm4769983,"nm1882456,nm4769983"
tt2112258,3.9,90,nm0716739,nm0716739
tt2118722,6.7,38,"nm1666445,nm1841063,nm1559043","nm1841063,nm1414840,nm2992600,nm1666445,nm2326976,nm0599658,nm1559043,nm2842515,nm1068206"
tt2120075,5.1,63,nm2601626,"nm2601626,nm4786846"
tt2124833,7.5,27,"nm1750616,nm1318588",nm1318588
tt2129877,8.0,6,nm0246094,"nm4802949,nm0268818"
tt2133212,7.2,15,nm3327599,nm3327599
tt2133239,6.0,2566,"nm2285927,nm2086668",nm2285927
tt2137318,7.4,10,"nm2686433,nm1319741","nm2686433,nm1319741"
tt2139919,6.6,2278,nm1383301,nm1383301
tt2141833,5.8,259,nm0234139,"nm0234139,nm4826769,nm3391595"
tt2144820,5.7,81,nm0565822,"nm0565822,nm5038620"
tt2145540,7.1,231,nm4008605,nm4008605
tt2145667,7.0,7,nm0506308,nm0506308
tt2145874,7.9,371,nm4008741,"nm4001896,nm4008741"
tt2146166,7.1,25,nm5034289,nm5034289
tt2146590,5.1,45,nm4817836,nm4817836
tt2146810,7.2,98,nm2829296,nm2829296
tt2146836,7.2,1418,nm0430485,nm1436180
tt2147550,6.7,724,nm1839743,nm3036348
tt2148276,7.0,5,nm5046676,"nm5047508,nm0325958"
tt2149598,7.7,6,nm1573681,nm1573681
tt2150442,7.4,8,nm5047209,"nm0610968,nm5047209"
tt2150842,7.1,18,nm3317044,"nm3317044,nm5063630,nm2635051,nm3929281"
tt2153963,7.3,6013,nm0326937,"nm0326937,nm0723114"
tt2156456,6.2,6,nm5058003,nm1460562
tt2158695,6.1,44,"nm1266067,nm1584626","nm1266067,nm1584626,nm1923750,nm1989927,nm3338354,nm3455565"
tt2161934,4.2,30,nm5066498,"nm6360002,nm5066498"
tt2162574,3.1,233,nm5047752,"nm5055185,nm4993927,nm5047752,nm2102207"
tt2165765,5.0,6256,nm0356042,"nm3499357,nm0356042"
tt2167266,7.2,25370,nm0192845,"nm5327453,nm0203475"
tt2168166,5.5,151,nm1385080,nm1385080
tt2170573,5.1,91,nm1205568,"nm0155593,nm1205568,nm5079682,nm5079673"
tt2170744,9.1,9,"nm2669049,nm0427793",nm0427793
tt2171881,6.0,23,nm1098972,nm1098972
tt2174750,7.1,414,nm0805690,"nm1371332,nm0805690,nm0834006"
tt2175396,8.2,9,nm5076739,"nm5076647,nm5076322"
tt2175713,7.2,12,nm4847946,"nm4847946,nm4848661,nm4847692"
tt2175947,3.5,679,nm1326235,nm1326235
tt2175959,9.4,79,nm0517665,nm0517665
tt2176007,6.6,17,nm0182443,nm0182443
tt2177629,3.4,253,nm1704795,"nm5252735,nm1704795"
tt2179115,4.7,75,"nm0054672,nm1309541","nm1312076,nm1362922"
tt2179116,7.2,73230,nm3611349,nm3658138
tt2179231,6.2,464,nm1491597,nm3228540
tt2179564,8.6,22,nm5066583,nm5066583
tt2180335,6.5,1174,nm1212903,nm1212903
tt2180363,6.0,9,nm2604853,nm2604853
tt2181867,6.6,1120,nm1989547,nm4853227
tt2186869,4.9,24,nm0599472,"nm3669468,nm0599472"
tt2187003,6.5,103,nm4857370,nm4857370
tt2187151,6.7,6,nm0620788,nm0620788
tt2188220,5.7,82,nm0818398,nm0818398
tt2188860,6.7,314,nm2754122,"nm2828827,nm2754122"
tt2189418,5.7,431,nm0329411,"nm4437081,nm2247187,nm0329411,nm3115672"
tt2190030,5.9,77,nm2979817,"nm2979817,nm0168838,nm0136802"
tt2190237,5.9,21,nm2007937,"nm1120225,nm0867210"
tt2190475,6.5,263,nm4154470,"nm0015611,nm0000041,nm0695197,nm4154470"
tt2196224,5.5,102,nm5094469,nm1386102
tt2197926,6.3,546,"nm2311452,nm1045368",nm2311452
tt2199508,6.6,5,nm2931450,nm2931450
tt2201211,6.7,474,nm0637777,nm0637777
tt2203881,7.2,51,nm2563871,"nm2792671,nm2563871"
tt2205547,6.5,13,"nm0606400,nm1557353","nm0606400,nm1557353"
tt2206686,8.6,11,nm3265766,nm3265766
tt2208506,7.9,17,nm0249688,nm0249688
tt2210531,6.9,46,nm4359877,"nm4359877,nm4900242"
tt2210587,6.7,28,nm3685415,"nm3620137,nm4879717,nm3214012,nm3685415"
tt2210824,9.0,23,nm5106701,nm5106701
tt2214951,5.9,12,nm4882079,"nm4882079,nm4882544,nm4881452"
tt2215143,6.6,9,nm4880943,"nm5273875,nm5272916"
tt2215207,7.3,45,nm0768091,"nm0768091,nm0053377"
tt2215801,7.2,23,nm3428801,nm4880608
tt2218772,7.8,24,nm1089736,nm1089736
tt2219514,6.7,3450,nm5112815,nm5112815
tt2224254,3.4,150,nm2329841,"nm1394917,nm2329841"
tt2224521,4.0,32,nm0214882,nm0214882
tt2225324,7.2,192,nm1840051,"nm1840051,nm5118844"
tt2226423,6.8,47,nm0226398,nm0226398
tt2226597,6.4,57033,nm0009463,"nm4887947,nm0919363,nm0328987"
tt2229420,4.7,54,nm2536641,nm2536641
tt2229842,7.1,10185,nm2024446,"nm3378055,nm3378345,nm2576176,nm3871075"
tt2231646,5.0,309,nm2872873,nm2872873
tt2231854,6.5,24,nm3228569,"nm3228569,nm3235256"
tt2235110,4.3,14,nm3207885,"nm5127758,nm3207885"
tt2235515,3.7,165,nm2357722,"nm0004554,nm2357722,nm1214808,nm0868647"
tt2236570,7.9,9,nm3430467,nm3430467
tt2239126,7.0,71,"nm0221007,nm0268266,nm0801899","nm0221007,nm0268266,nm0801899,nm3918350"
tt2241147,7.7,7,nm0523880,nm0523880
tt2243629,7.9,58,nm4674346,"nm0295195,nm4902467,nm4674346"
tt2243681,7.8,56,nm0802172,nm0802172
tt2244682,7.1,13,nm1408696,"nm1425638,nm3086210"
tt2244794,8.2,15,nm4944265,nm4944265
tt2244875,8.4,5,nm4573650,nm4573650
tt2245888,3.9,186,nm4057245,nm4057245
tt2246909,5.5,346,nm1292192,nm1292192
tt2246955,3.0,65,nm2486735,"nm2486735,nm2486330"
tt2248661,8.8,20,nm4907896,nm4907896
tt2248955,5.3,6,nm1419674,"nm1419674,nm1920923"
tt2249824,7.0,641,nm1548089,nm3473247
tt2256739,7.5,33,nm1179678,nm1179678
tt2256813,8.1,14,nm4913483,nm4913483
tt2257246,5.0,125,nm1953841,nm1953841
tt2258351,4.4,7,nm1877380,nm1877380
tt2258513,7.0,87,nm1178113,"nm1178113,nm1538991"
tt2258545,3.3,125,nm4141164,"nm4915594,nm4915876,nm4141164,nm4889802,nm4143522"
tt2260256,7.0,8,nm5153216,nm5153216
tt2261721,3.4,279,nm2738422,nm4918960
tt2261829,5.1,89,nm0061088,"nm0061088,nm4123987,nm2286752,nm4714317"
tt2262345,7.3,2035,nm2916570,"nm1718014,nm1222014,nm0208150"
tt2262716,4.6,71,nm4508096,nm4508096
tt2268353,5.9,385,nm0547017,"nm1183062,nm0547017,nm3090321"
tt2270146,7.2,6,nm5158305,nm5158305
tt2271427,7.1,14,nm2253082,"nm2984553,nm3373656,nm2253082"
tt2271555,5.2,200,nm0481674,"nm4968492,nm0481674"
tt2275543,6.7,75,nm2963120,nm2963120
tt2275685,5.4,19,nm4196311,nm4196311
tt2275802,6.0,4559,nm0422552,"nm0422552,nm0707304"
tt2278392,7.0,1852,nm0151066,"nm0482673,nm3369882,nm9048864"
tt2281309,7.2,832,nm2357225,"nm2398732,nm2357225,nm3023921"
tt2281437,7.9,17,nm0459663,nm0459663
tt2286560,1.9,67,nm5098134,nm5098134
tt2287675,5.7,2032,nm0459732,nm1094845
tt2287719,6.5,54,nm3322221,nm3320157
tt2289538,6.4,2009,nm0073384,"nm0073384,nm0867374"
tt2292559,5.1,34,nm1633036,nm1633036
tt2296404,6.2,3110,nm0298691,"nm2310115,nm0155295,nm3171048"
tt2296665,7.8,20,nm0903382,nm0903382
tt2296857,6.3,209,nm2371817,"nm2371817,nm1418723,nm0872707"
tt2296895,7.2,26,nm0693795,nm0693795
tt2296909,8.0,1387,nm0249316,nm0249316
tt2298338,2.7,321,nm0873488,"nm0306042,nm5875231"
tt2299471,7.1,246,nm1327703,"nm4947521,nm1327703,nm2100757"
tt2299577,4.4,285,"nm4947407,nm4947992","nm1616192,nm1614496,nm4947992,nm4947407"
tt2300817,6.6,16,nm2950350,nm2950350
tt2301155,5.9,5610,nm0348495,"nm1693210,nm3871075,nm0348495,nm1583746,nm1179457"
tt2304909,3.4,7,nm4952642,nm4952642
tt2313306,7.2,651,nm1548810,nm1548810
tt2313398,5.0,48,nm0513790,nm0513790
tt2316411,6.9,143250,nm0898288,"nm0764832,nm1942197"
tt2316498,6.4,14,"nm5194507,nm2683633,nm3193676,nm1146909,nm5193847,nm5194762,nm4479905,nm4643380,nm5195059,nm5194090",nm5193944
tt2316763,6.7,27,nm1437990,nm1437990
tt2317796,6.4,24,nm0674635,nm0674635
tt2318440,5.2,166,nm1155551,"nm0025811,nm1346477,nm5198307,nm5845451,nm1093723,nm6219992,nm5198019"
tt2318615,7.0,42,nm0462029,nm0462029
tt2325649,6.2,20,nm1166781,nm1166781
tt2325761,5.5,110,nm0044577,"nm0044577,nm0267288"
tt2325833,5.5,983,nm0868643,"nm7035816,nm0868643"
tt2326626,8.4,7,nm5211088,"nm1802130,nm5211088"
tt2327643,6.8,30,nm1852817,nm1852817
tt2328503,7.0,959,nm4975337,"nm5587369,nm5312974"
tt2329618,6.0,25,nm3819149,nm3819149
tt2330654,4.5,162,nm2980409,nm2980409
tt2330749,6.0,15,nm2114619,"nm3752605,nm2114619"
tt2331522,3.9,36,"nm4508386,nm4508685,nm5169603","nm4508685,nm4508386,nm5169481,nm5169603"
tt2332629,5.5,198,nm0667041,nm0667041
tt2338706,3.3,60,nm0539034,nm3517265
tt2339379,5.9,255,nm4685972,nm4685972
tt2343617,7.0,3328,nm1933648,nm0054358
tt2343805,4.7,60,nm4404983,nm4404983
tt2346406,4.1,184,nm2043863,"nm2043863,nm4172231"
tt2348974,7.0,7,nm5224546,"nm5191206,nm5224546"
tt2351177,8.1,2900,nm4994462,"nm4994462,nm5010242"
tt2354157,6.4,132,nm0488578,"nm0488578,nm0738705"
tt2354571,7.7,6,nm4881106,"nm3621549,nm2055938,nm3238599,nm4881106"
tt2357263,4.3,175,nm2034711,nm2034711
tt2357291,6.3,72209,nm0757858,"nm0722610,nm6423183,nm0081081,nm3229505,nm0757858,nm0185934"
tt2359422,7.1,30,nm0001370,"nm4688122,nm0253542"
tt2362214,7.7,30,"nm1743963,nm3620699,nm3621964","nm5236654,nm3621964,nm1743963"
tt2363475,6.5,21,nm3416937,"nm4978927,nm3416937,nm2397498,nm3496770"
tt2364653,4.0,5,nm4356119,nm4356119
tt2368855,5.5,8,nm3938458,nm3938458
tt2369333,5.6,178,nm0648421,"nm0234502,nm0648421"
tt2370036,1.0,9,nm1705473,nm1705473
tt2370096,7.0,595,nm0210193,"nm0210193,nm3707623"
tt2372461,6.2,31,"nm5019479,nm5020310",nm5019479
tt2378000,4.3,113,nm1287524,"nm1287524,nm2891978"
tt2378177,6.3,1633,nm0521803,"nm3826589,nm1497250"
tt2379082,6.4,2344,nm1527081,nm1527081
tt2379424,6.6,218,"nm0196664,nm5974917,nm1329473","nm5436764,nm5436796"
tt2379987,6.4,95,nm1593937,"nm1593937,nm5023117"
tt2380860,7.5,11,nm5257249,nm5257249
tt2381177,3.3,6,nm1468392,"nm5028053,nm1468392"
tt2381566,4.4,19,nm0409369,"nm0409369,nm0409370,nm0850660"
tt2381999,4.2,80,nm4605066,nm4605066
tt2382009,6.7,78936,nm0001885,nm0001885
tt2384987,7.5,70,nm4179756,"nm4179756,nm4179869"
tt2385139,7.3,15,nm3449168,"nm3451681,nm3449168"
tt2388781,7.5,30,nm3950840,nm3950840
tt2388805,4.9,2339,nm0631590,"nm1375739,nm0887539,nm0495599,nm0886165,nm5035403"
tt2389476,6.9,16,nm4021631,"nm4394074,nm4021631,nm4026368"
tt2393761,8.3,83,nm5041308,nm5041308
tt2393787,6.1,281,nm2895884,"nm2895884,nm4949211"
tt2393965,5.0,51,nm5042263,nm5042263
tt2394003,5.6,179,nm1835103,"nm1835103,nm1618296"
tt2395153,7.1,14,"nm3989249,nm3989925",nm3989925
tt2396046,4.1,12,nm0772905,nm0772905
tt2396759,8.2,22,nm3204039,nm3204039
tt2400275,5.9,4908,nm0000419,nm0000419
tt2400305,5.9,21,nm1160818,"nm1160818,nm3641140,nm1965594"
tt2405372,6.4,428,nm2140294,"nm5281805,nm2562465"
tt2407826,3.6,204,nm3507882,nm3505855
tt2408288,7.3,58,"nm2031767,nm5287384,nm5287602,nm7302213,nm5286594","nm5286594,nm5287384,nm7302213,nm2031767"
tt2413014,2.4,16,nm3227506,"nm0064061,nm1055277,nm1042758,nm3227506,nm0657314"
tt2417560,7.3,3120,nm2859182,nm2859182
tt2417834,6.9,44,nm2192489,nm2192489
tt2418480,8.3,55,nm3424039,nm3424039
tt2419512,8.9,7,nm0584025,nm0584025
tt2422276,7.8,66,nm1317689,nm1317689
